Waypoint Index,X (meters),Y (meters),Path Index
0,-1.6500000000000004,2.3000000000000003,0
5,-1.4499999999999993,1.65,0
6,1.7500000000000018,0.9000000000000004,0
13,1.799999999999999,-1.4499999999999997,0
4,-1.4000000000000004,-0.5999999999999999,0
16,-4.799999999999999,-0.6499999999999999,0
14,-5.049999999999999,0.8500000000000001,0
15,-8.4,1.4500000000000002,0
18,-8.4,-1.5499999999999998,0
17,-11.55,-0.04999999999999982,0
1,12.250000000000002,-1.75,1
10,12.4,-0.6499999999999999,1
12,10.000000000000002,0.8500000000000001,1
2,8.550000000000002,0.15000000000000036,1
11,10.1,1.9500000000000006,1
8,9.4,-1.2999999999999998,1
9,13.65,0.4500000000000002,1
3,5.950000000000001,-1.0499999999999998,2
22,6.4,0.20000000000000018,2
7,7.0500000000000025,0.8500000000000001,2
20,5.85,1.3000000000000003,2
19,5.15,0.9000000000000004,2
21,5.9,-0.1499999999999999,2
